Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Apr,4,Friday,Pontiac,Urban,Friday,Apr,5,Male,Single,51,Third Party,Sedan,25144,0,11,400,3,41,60,0,14,41,No,No,External,1,-1,1,1995,All Perils
May,2,Saturday,Mazda,Urban,Tuesday,May,2,Male,Single,23,Third Party,Sedan,25288,0,10,400,4,42,54,4,5,28,No,No,External,6,-1,1,1995,All Perils
Jun,1,Monday,Honda,Urban,Wednesday,Dec,3,Male,Single,0,Policy Holder,Sedan,69193,0,8,400,2,48,46,2,0,17,No,No,External,0,-1,1,1995,Collision
Aug,3,Tuesday,Toyota,Urban,Tuesday,Sep,1,Male,Married,52,Policy Holder,Sedan,31611,0,7,500,2,43,48,0,14,48,No,No,External,0,3,1,1995,Collision
Aug,5,Tuesday,Pontiac,Urban,Wednesday,Sep,4,Male,Single,56,Third Party,Sedan,14744,0,10,400,4,42,53,4,7,58,No,No,External,2,-1,4,1995,All Perils
Dec,2,Saturday,Toyota,Urban,Thursday,Dec,5,Male,Married,33,Policy Holder,Sedan,28700,0,16,400,1,55,50,0,6,35,No,No,External,1,-1,1,1995,Collision
Dec,2,Monday,Mazda,Urban,Monday,Dec,2,Male,Married,34,Policy Holder,Sedan,36820,0,3,400,1,32,43,2,6,34,No,No,External,5,-1,1,1995,Collision
Apr,4,Friday,Pontiac,Urban,Wednesday,Apr,4,Male,Married,41,Policy Holder,Sedan,7311,0,7,400,4,38,31,4,7,36,No,No,External,0,-1,1,1995,Collision
Apr,4,Monday,Toyota,Urban,Wednesday,Apr,4,Male,Married,63,Policy Holder,Sport,22823,0,10,400,2,36,42,3,9,56,No,No,External,5,-1,1,1995,Liability
Jun,3,Thursday,Mazda,Rural,Tuesday,Jun,4,Male,Single,35,Policy Holder,Sedan,32987,0,14,400,2,31,58,1,5,34,No,No,External,1,-1,1,1995,Collision
Jul,5,Friday,Toyota,Urban,Monday,Aug,2,Female,Married,39,Policy Holder,Sedan,17943,0,13,400,1,41,51,0,13,39,No,No,External,0,-1,1,1995,Collision
Oct,4,Monday,Toyota,Urban,Wednesday,Oct,4,Male,Married,63,Third Party,Sedan,91227,0,7,400,2,49,31,1,12,54,No,No,External,0,-1,1,1995,All Perils
Dec,4,Saturday,Dodge,Urban,Tuesday,Dec,4,Female,Single,32,Third Party,Sedan,25012,0,11,400,2,47,33,4,6,35,No,No,External,0,-1,1,1995,Collision
Dec,4,Friday,VW,Urban,Tuesday,Dec,4,Male,Married,54,Policy Holder,Sedan,66493,0,12,400,4,54,37,2,6,43,Yes,No,External,8,-1,1,1995,Collision
Dec,4,Friday,Pontiac,Urban,Tuesday,Dec,4,Female,Married,39,Policy Holder,Sedan,34685,0,2,400,1,57,36,7,8,36,No,No,External,0,-1,1,1995,Collision
Dec,4,Saturday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,52,Policy Holder,Sedan,20833,0,10,400,3,42,42,4,10,46,No,No,External,0,8,2,1995,All Perils
Nov,3,Saturday,Mazda,Urban,Monday,Nov,3,Male,Married,45,Policy Holder,Sedan,17215,0,4,400,4,33,40,0,7,37,No,No,External,4,-1,1,1995,All Perils
Nov,2,Saturday,Honda,Urban,Thursday,Nov,4,Male,Married,26,Policy Holder,Sport,97807,0,15,400,3,40,53,4,5,33,No,No,External,0,-1,1,1995,Liability
Nov,1,Thursday,Toyota,Urban,Thursday,Nov,1,Male,Single,27,Policy Holder,Sedan,6241,0,16,400,1,43,47,7,7,34,No,No,External,4,-1,1,1995,Collision
Aug,5,Monday,Chevrolet,Urban,Wednesday,Sep,1,Male,Single,28,Policy Holder,Sedan,29000,0,10,400,2,45,39,0,6,35,Yes,No,External,0,-1,1,1995,All Perils
Aug,4,Wednesday,Chevrolet,Urban,Thursday,Aug,4,Male,Married,64,Policy Holder,Sedan,32889,0,4,400,2,58,59,7,14,54,No,No,External,1,-1,1,1995,Collision
Jul,3,Thursday,Pontiac,Urban,Wednesday,Sep,2,Female,Single,38,Third Party,Sport,32950,0,8,400,3,37,52,1,7,38,No,No,External,0,-1,1,1995,Liability
Jul,2,Wednesday,Toyota,Urban,Wednesday,Nov,2,Male,Single,33,Policy Holder,Sedan,32170,0,9,400,2,31,55,2,7,35,No,No,Internal,10,-1,1,1995,Collision
Jun,4,Wednesday,Honda,Urban,Thursday,Jun,4,Male,Single,28,Policy Holder,Sport,20589,0,14,400,4,39,39,1,6,34,No,No,External,0,-1,1,1995,Liability
Mar,4,Wednesday,Chevrolet,Urban,Friday,May,3,Male,Single,27,Policy Holder,Sedan,30716,0,5,400,4,33,32,2,7,31,Yes,No,External,1,-1,1,1995,Collision
Mar,3,Wednesday,Pontiac,Rural,Wednesday,Mar,3,Male,Married,51,Policy Holder,Sport,24023,0,15,400,1,31,42,4,7,46,No,No,External,0,-1,1,1995,Liability
Dec,2,Monday,Pontiac,Urban,Wednesday,Dec,3,Female,Single,31,Third Party,Sedan,27263,0,1,400,3,46,36,0,5,33,No,No,Internal,0,-1,1,1995,Collision
Nov,2,Thursday,Honda,Urban,Thursday,Nov,2,Male,Married,47,Policy Holder,Sedan,27102,0,10,400,1,46,49,0,14,41,No,No,External,0,-1,1,1995,Collision
Oct,4,Wednesday,Accura,Rural,Friday,Nov,2,Male,Married,39,Policy Holder,Sedan,32181,0,8,400,2,33,50,0,5,37,No,No,External,0,-1,1,1995,All Perils
Oct,1,Tuesday,Saab,Urban,Tuesday,Oct,1,Male,Married,33,Policy Holder,Sedan,24827,0,15,400,2,59,58,4,6,32,No,No,External,0,-1,1,1995,Collision
Sep,3,Sunday,Toyota,Urban,Wednesday,Sep,4,Male,Single,29,Policy Holder,Sport,21965,1,1,400,1,37,52,0,7,35,No,No,External,0,-1,1,1995,Liability
Sep,4,Sunday,Pontiac,Urban,Monday,Sep,4,Male,Single,31,Third Party,Sedan,6976,0,5,400,3,54,36,1,7,34,No,No,External,10,-1,1,1995,All Perils
Aug,5,Monday,Pontiac,Urban,Tuesday,Aug,5,Female,Single,30,Policy Holder,Sport,78603,0,13,400,1,46,46,2,6,31,No,No,External,0,-1,1,1995,Liability
Aug,4,Thursday,Pontiac,Urban,Tuesday,Sep,4,Female,Married,37,Third Party,Sedan,22211,0,8,400,3,39,32,0,11,38,No,No,External,10,-1,1,1995,Collision
Aug,3,Wednesday,Pontiac,Urban,Friday,Aug,4,Male,Married,56,Third Party,Sedan,21803,0,3,400,2,41,31,0,10,55,No,No,External,0,-1,1,1995,Collision
Jul,1,Friday,Chevrolet,Urban,Friday,Jul,2,Male,Married,51,Third Party,Sedan,24026,0,5,400,4,38,56,4,11,48,No,No,External,5,-1,1,1995,All Perils
Jun,3,Monday,Chevrolet,Urban,Thursday,Aug,4,Male,Married,33,Policy Holder,Utility,99514,0,2,400,1,52,38,0,6,34,No,No,External,9,6,2,1995,All Perils
Jun,3,Sunday,Pontiac,Rural,Monday,Jul,1,Male,Single,33,Policy Holder,Sport,26132,0,16,400,3,45,44,4,6,32,No,No,External,0,-1,1,1995,Liability
May,1,Friday,Pontiac,Urban,Tuesday,May,3,Male,Single,33,Policy Holder,Sedan,25875,0,9,400,1,40,56,0,6,33,No,No,External,0,-1,1,1995,Collision
May,1,Sunday,Toyota,Urban,Tuesday,May,1,Male,Married,48,Policy Holder,Sedan,6538,0,15,400,4,59,37,3,7,42,No,No,External,7,-1,1,1995,All Perils
Mar,5,Monday,Chevrolet,Urban,Friday,Apr,1,Male,Single,38,Policy Holder,Sport,36652,0,16,400,3,34,35,1,7,40,No,No,External,3,-1,1,1995,Liability
Dec,5,Tuesday,Mazda,Urban,Friday,Feb,3,Male,Married,31,Third Party,Sedan,25871,0,3,400,1,43,49,2,7,34,No,No,External,2,-1,1,1995,Collision
Mar,5,Tuesday,Chevrolet,Urban,Friday,Apr,1,Male,Married,40,Policy Holder,Sport,36363,0,15,400,3,41,43,8,7,36,No,No,External,0,-1,1,1995,Liability
Sep,2,Friday,Mazda,Urban,Wednesday,Sep,3,Male,Married,39,Policy Holder,Sedan,38787,0,7,400,4,48,44,0,12,37,No,No,External,6,-1,1,1995,Collision
Sep,3,Monday,Pontiac,Urban,Thursday,Sep,5,Male,Single,63,Policy Holder,Sport,22095,0,5,400,2,51,40,10,13,56,No,No,External,10,-1,1,1995,Liability
Sep,3,Tuesday,Pontiac,Urban,Monday,Oct,5,Female,Married,54,Policy Holder,Sedan,85148,0,3,400,1,35,38,1,6,47,No,No,External,0,-1,3,1995,All Perils
May,4,Friday,Toyota,Urban,Friday,May,4,Male,Single,29,Policy Holder,Sport,36395,0,1,400,1,57,36,0,5,34,No,No,External,8,-1,1,1995,Liability
Oct,3,Saturday,Toyota,Urban,Thursday,Oct,3,Male,Single,35,Policy Holder,Sport,90009,0,4,400,1,37,55,5,5,33,No,No,External,2,-1,1,1995,Liability
Jan,5,Monday,Toyota,Urban,Wednesday,Feb,2,Male,Married,46,Policy Holder,Sport,28520,0,15,400,2,33,55,1,7,42,No,No,External,1,-1,1,1995,Liability
Jul,4,Friday,Pontiac,Urban,Friday,Jul,4,Male,Married,53,Third Party,Sedan,12746,0,6,400,4,58,57,2,10,45,No,No,External,6,-1,1,1995,Collision
Jul,3,Wednesday,Chevrolet,Urban,Wednesday,Jul,4,Female,Married,32,Policy Holder,Sedan,22543,0,1,400,3,41,53,0,5,34,No,No,External,0,-1,1,1995,Collision
Sep,3,Monday,Toyota,Urban,Wednesday,Sep,4,Male,Married,35,Policy Holder,Sedan,20839,1,8,400,2,60,42,0,5,32,No,No,External,0,-1,1,1995,Collision
Jul,3,Saturday,Chevrolet,Rural,Thursday,Jul,4,Male,Single,27,Policy Holder,Sport,24483,0,7,400,3,57,58,4,6,35,No,No,External,9,-1,1,1995,Liability
Aug,1,Friday,Toyota,Urban,Monday,Aug,4,Male,Married,40,Policy Holder,Sedan,20515,0,11,400,1,41,56,4,6,39,No,No,External,7,-1,1,1995,All Perils
Sep,3,Thursday,Toyota,Urban,Monday,Oct,2,Female,Married,28,Policy Holder,Sport,24201,0,5,500,1,33,36,8,6,33,No,No,External,0,3,1,1995,Liability
Sep,1,Monday,VW,Rural,Wednesday,Sep,2,Male,Married,50,Policy Holder,Sedan,57059,0,16,400,4,54,54,0,8,41,No,No,External,2,-1,1,1995,Collision
Sep,1,Monday,Pontiac,Urban,Wednesday,Sep,2,Male,Married,52,Policy Holder,Sedan,23024,0,9,400,2,35,45,4,13,43,No,No,External,0,-1,1,1995,All Perils
Nov,3,Thursday,Honda,Rural,Friday,Nov,3,Male,Single,22,Third Party,Sport,23366,0,11,400,3,35,59,4,5,29,Yes,Yes,External,0,4,2,1995,Liability
Nov,3,Monday,Chevrolet,Urban,Tuesday,Nov,4,Male,Married,48,Policy Holder,Sport,38703,0,4,400,1,44,43,5,7,46,No,No,External,0,-1,1,1995,Liability
Nov,3,Sunday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,54,Policy Holder,Sedan,28490,0,13,400,1,34,36,4,7,47,No,No,External,1,-1,1,1995,All Perils
Sep,1,Wednesday,Toyota,Urban,Monday,Sep,3,Male,Married,54,Policy Holder,Sedan,49510,0,2,400,3,31,36,1,6,48,No,No,External,4,-1,1,1995,Collision
Oct,3,Wednesday,Ford,Urban,Tuesday,Nov,2,Male,Married,31,Policy Holder,Sedan,38126,0,2,400,3,13,55,0,6,33,No,No,External,0,-1,1,1995,Collision
Mar,1,Friday,Honda,Urban,Thursday,Apr,3,Male,Single,22,Policy Holder,Sedan,32904,0,12,400,1,42,39,2,6,29,No,No,External,0,-1,1,1995,Collision
Sep,3,Monday,Pontiac,Urban,Monday,Sep,3,Female,Single,29,Third Party,Sedan,22514,0,13,400,4,51,46,1,7,32,No,No,External,8,-1,1,1995,Collision
Dec,4,Monday,Toyota,Urban,Wednesday,Dec,4,Male,Married,44,Policy Holder,Sedan,28573,0,15,400,4,57,49,2,12,36,No,No,External,10,-1,1,1995,Collision
Dec,5,Wednesday,Pontiac,Urban,Monday,Jan,1,Female,Single,30,Policy Holder,Sport,25709,0,5,400,1,36,42,3,7,33,No,No,External,3,-1,1,1995,Liability
Aug,2,Friday,Pontiac,Urban,Monday,Aug,3,Male,Married,57,Policy Holder,Sedan,22711,0,6,400,4,56,54,7,6,55,No,No,External,0,-1,1,1995,Collision
Sep,4,Monday,Accura,Urban,Wednesday,Sep,4,Female,Single,30,Policy Holder,Sedan,20343,0,2,400,1,35,34,1,6,33,No,No,External,0,-1,1,1995,All Perils
Oct,3,Monday,Pontiac,Urban,Tuesday,Nov,2,Female,Married,45,Third Party,Sedan,24740,0,10,400,1,60,43,4,7,40,No,No,External,0,-1,1,1995,Collision
Sep,3,Monday,Accura,Rural,Wednesday,Sep,4,Male,Married,29,Policy Holder,Utility,86202,1,12,400,3,57,42,3,7,35,No,No,External,0,-1,1,1995,All Perils
Oct,3,Wednesday,Toyota,Urban,Friday,Oct,4,Female,Married,55,Third Party,Sedan,26217,0,16,400,2,55,49,0,7,46,No,No,External,0,-1,1,1995,Collision
Mar,2,Tuesday,Mazda,Urban,Thursday,Apr,3,Female,Married,26,Policy Holder,Sedan,26003,0,1,400,3,46,32,3,6,31,No,No,External,1,-1,1,1995,Collision
Jun,3,Wednesday,Mazda,Rural,Wednesday,Jun,3,Male,Married,42,Policy Holder,Sport,20987,0,16,400,3,58,54,6,7,40,No,No,External,0,-1,1,1995,Liability
Apr,3,Tuesday,Chevrolet,Urban,Thursday,Jun,2,Male,Married,40,Policy Holder,Sport,51002,0,11,400,1,47,35,4,7,40,No,No,External,0,-1,1,1995,Liability
Apr,3,Monday,Mazda,Urban,Monday,Apr,3,Male,Married,45,Policy Holder,Sedan,25783,0,10,400,3,58,44,0,4,39,No,No,External,0,-1,1,1995,Collision
Aug,4,Tuesday,Chevrolet,Urban,Tuesday,Sep,1,Male,Married,33,Third Party,Sedan,23449,0,11,400,3,56,33,0,7,32,No,No,External,2,-1,1,1995,Collision
Jul,2,Saturday,Mazda,Urban,Tuesday,Jul,2,Male,Married,27,Policy Holder,Sport,31994,0,2,400,2,59,31,8,7,31,No,No,External,0,-1,1,1995,Liability
Mar,1,Thursday,Pontiac,Urban,Thursday,Mar,3,Female,Married,40,Policy Holder,Sport,24566,0,10,400,1,31,54,5,7,39,No,No,External,1,-1,1,1995,Liability
Jul,2,Thursday,Pontiac,Urban,Thursday,Sep,4,Male,Married,36,Third Party,Sport,36850,0,2,400,4,40,46,2,7,37,No,No,External,4,1,2,1995,Liability
Nov,3,Friday,Chevrolet,Urban,Monday,Nov,4,Male,Married,63,Third Party,Sedan,38287,0,12,400,2,55,53,0,12,64,No,No,External,10,-1,1,1995,All Perils
Nov,3,Tuesday,Toyota,Urban,Wednesday,Nov,3,Female,Single,33,Third Party,Sport,26156,0,4,400,1,55,38,0,6,33,No,No,External,0,-1,1,1995,Liability
Nov,2,Tuesday,Toyota,Urban,Wednesday,Nov,2,Male,Married,38,Policy Holder,Sedan,32599,0,3,400,1,45,52,5,6,38,No,No,External,0,-1,1,1995,Collision
Dec,4,Thursday,Honda,Urban,Tuesday,Dec,4,Male,Single,35,Policy Holder,Sedan,22115,0,12,400,2,57,52,0,5,32,No,No,External,0,-1,1,1995,Collision
Nov,5,Wednesday,Mazda,Urban,Thursday,Nov,5,Female,Single,24,Policy Holder,Sport,21619,0,8,400,2,59,57,8,6,27,No,No,External,7,-1,1,1995,Liability
Mar,3,Saturday,Mazda,Urban,Tuesday,May,2,Male,Single,30,Policy Holder,Sport,32559,0,14,400,1,53,56,7,6,34,No,No,External,0,-1,1,1995,Liability
Jan,2,Thursday,Honda,Urban,Thursday,Jan,2,Male,Married,55,Third Party,Sedan,22968,0,7,400,4,46,39,2,8,41,No,No,External,4,-1,1,1995,Collision
Apr,2,Tuesday,Honda,Rural,Wednesday,Apr,4,Male,Married,44,Third Party,Sedan,15903,0,16,400,3,46,44,0,7,37,No,No,External,9,-1,3,1995,All Perils
Jan,1,Monday,Toyota,Urban,Thursday,Jan,1,Female,Widow,37,Policy Holder,Sedan,5186,0,6,400,1,45,43,1,7,39,No,No,External,0,-1,1,1995,All Perils
Jan,1,Monday,Mecedes,Urban,Monday,Jan,2,Male,Married,44,Policy Holder,Sedan,38118,0,9,400,1,52,53,0,7,36,No,No,External,0,-1,1,1995,Collision
Jan,1,Sunday,Pontiac,Urban,Tuesday,Jan,1,Male,Single,27,Third Party,Sedan,21549,0,10,400,3,39,32,0,7,35,Yes,No,External,9,-1,1,1995,Collision
Apr,5,Friday,Pontiac,Urban,Thursday,May,3,Male,Married,30,Policy Holder,Sedan,38913,0,2,400,2,33,51,0,7,34,No,No,External,0,-1,1,1995,All Perils
Aug,2,Wednesday,Accura,Urban,Friday,Sep,1,Male,Married,65,Policy Holder,Sedan,35558,0,9,400,3,43,39,0,14,58,No,No,External,0,-1,1,1995,All Perils
Mar,4,Saturday,Toyota,Urban,Monday,Mar,4,Male,Single,35,Policy Holder,Sport,22879,0,11,400,2,58,53,3,6,33,No,No,External,0,-1,1,1995,Liability
May,2,Wednesday,Chevrolet,Urban,Wednesday,May,2,Male,Single,30,Policy Holder,Sport,23265,0,3,400,4,54,53,0,6,34,No,No,External,2,-1,1,1995,Liability
May,1,Monday,Pontiac,Urban,Friday,May,1,Female,Married,38,Policy Holder,Sedan,25090,0,11,400,1,32,52,4,7,39,No,No,External,7,-1,1,1995,All Perils
Sep,3,Wednesday,Ford,Urban,Wednesday,Sep,3,Male,Married,40,Policy Holder,Sport,32903,0,14,400,1,36,31,1,6,40,Yes,No,External,5,-1,1,1995,Liability
Sep,3,Sunday,Saab,Urban,Thursday,Sep,4,Male,Married,34,Policy Holder,Sport,99496,0,8,400,2,44,50,10,6,35,No,No,External,0,-1,1,1995,Liability
Sep,3,Thursday,Dodge,Urban,Monday,Sep,3,Female,Married,54,Third Party,Sedan,22011,0,8,400,4,53,59,0,7,41,No,No,External,2,-1,1,1995,All Perils
May,3,Wednesday,Ford,Urban,Friday,May,3,Female,Married,48,Third Party,Sedan,53009,0,12,700,3,35,44,2,15,44,No,No,External,8,-1,1,1995,All Perils
May,3,Tuesday,Mazda,Urban,Wednesday,May,3,Male,Married,26,Policy Holder,Sedan,22847,0,4,400,1,43,38,0,7,34,No,No,External,0,4,2,1995,Collision
Mar,2,Wednesday,Toyota,Rural,Wednesday,Mar,2,Male,Married,43,Policy Holder,Sedan,37097,0,16,400,2,55,41,3,7,40,No,No,External,10,-1,1,1995,Collision
Nov,2,Saturday,Toyota,Urban,Friday,Nov,3,Male,Married,33,Policy Holder,Sport,27038,0,13,400,4,43,51,2,7,32,No,No,External,0,-1,1,1995,Liability
Oct,2,Saturday,Honda,Urban,Monday,Oct,3,Female,Single,33,Policy Holder,Sedan,21304,0,16,400,2,56,39,1,5,31,No,No,External,1,-1,1,1995,All Perils
Sep,3,Thursday,Toyota,Rural,Monday,Sep,3,Male,Married,37,Policy Holder,Sport,30691,0,15,400,4,43,46,0,8,36,No,No,External,0,-1,1,1995,Liability
May,3,Monday,VW,Urban,Tuesday,May,3,Male,Married,29,Policy Holder,Sport,50851,0,15,400,3,51,34,8,7,35,No,No,External,10,-1,1,1995,Liability
Mar,2,Monday,Mazda,Urban,Monday,Mar,2,Female,Single,41,Policy Holder,Sport,69696,0,3,500,4,37,45,8,7,40,No,No,External,4,2,1,1995,Liability
Sep,4,Thursday,Honda,Urban,Tuesday,Sep,4,Male,Married,48,Policy Holder,Sedan,32546,1,3,400,3,45,59,2,10,42,No,No,External,2,-1,1,1995,All Perils
May,2,Friday,Honda,Urban,Friday,May,3,Male,Married,42,Policy Holder,Sport,25517,0,7,400,4,50,54,6,7,37,No,No,External,9,-1,1,1995,Liability
May,2,Wednesday,Pontiac,Rural,Tuesday,May,3,Male,Single,30,Policy Holder,Sedan,37157,0,16,400,3,52,35,0,7,32,No,No,External,3,-1,1,1995,Collision
Apr,3,Saturday,Honda,Urban,Tuesday,May,1,Female,Single,38,Policy Holder,Sedan,28077,0,11,400,3,37,58,1,7,36,No,No,External,10,-1,1,1995,All Perils
Apr,5,Saturday,Pontiac,Urban,Thursday,May,1,Male,Married,33,Third Party,Sedan,20776,0,3,400,4,59,59,0,7,33,No,No,External,4,-1,1,1995,Collision
Jun,2,Monday,Pontiac,Urban,Monday,Jun,2,Male,Married,43,Policy Holder,Sport,26799,0,16,400,2,46,49,3,6,40,No,No,External,0,-1,1,1995,Liability
Jul,5,Thursday,Toyota,Urban,Tuesday,Aug,1,Female,Single,53,Policy Holder,Sedan,26517,0,7,400,2,57,38,2,7,48,No,No,External,2,-1,1,1995,All Perils
Jul,4,Wednesday,Dodge,Rural,Thursday,Jul,5,Female,Single,21,Third Party,Sedan,22182,0,3,400,1,42,58,1,4,29,No,No,External,7,-1,1,1995,Collision
Aug,2,Tuesday,Pontiac,Urban,Tuesday,Aug,3,Male,Married,28,Policy Holder,Sedan,37318,0,10,400,2,52,48,1,7,31,No,No,External,10,-1,1,1995,All Perils
Sep,4,Thursday,Chevrolet,Urban,Monday,Sep,4,Female,Married,39,Policy Holder,Sedan,23394,1,16,400,2,35,48,4,5,38,No,No,External,1,-1,1,1995,Collision
Oct,2,Monday,Honda,Rural,Friday,Oct,5,Male,Married,48,Policy Holder,Sport,23361,0,15,400,4,40,31,8,7,48,No,No,External,4,-1,1,1995,Liability
Oct,3,Thursday,Chevrolet,Urban,Thursday,Oct,3,Male,Married,35,Policy Holder,Sedan,20796,0,6,400,2,41,56,3,7,33,No,No,External,5,-1,1,1995,Collision
Nov,2,Tuesday,Chevrolet,Urban,Wednesday,Nov,2,Male,Married,52,Policy Holder,Sedan,98515,0,8,400,2,34,56,1,7,41,No,No,External,3,-1,1,1995,All Perils
Nov,2,Friday,Honda,Urban,Wednesday,Nov,4,Female,Single,34,Policy Holder,Sport,87541,0,7,400,1,39,53,1,0,34,No,No,External,0,-1,1,1995,Liability
Sep,4,Friday,Mazda,Urban,Wednesday,Sep,5,Male,Single,18,Policy Holder,Sedan,26730,1,8,400,1,48,53,6,2,23,No,No,External,9,4,2,1995,Collision
Dec,1,Sunday,Mazda,Urban,Thursday,Dec,3,Male,Married,51,Third Party,Sedan,26561,0,15,400,4,34,40,5,13,43,No,No,External,3,-1,1,1995,All Perils
Dec,3,Tuesday,Chevrolet,Urban,Tuesday,Jan,2,Male,Married,50,Policy Holder,Utility,86461,0,4,400,2,49,39,5,10,49,No,No,External,2,-1,1,1995,All Perils
Jan,1,Wednesday,Ford,Urban,Wednesday,Jan,1,Male,Married,39,Policy Holder,Sport,37528,0,3,400,3,59,57,9,4,39,No,No,External,10,-1,1,1995,Liability
Jan,1,Friday,Honda,Urban,Monday,Jan,2,Male,Married,43,Policy Holder,Sport,28456,0,7,400,3,34,57,0,7,40,No,No,External,0,-1,1,1995,Liability
Apr,4,Thursday,Mazda,Urban,Thursday,May,3,Female,Single,33,Third Party,Sport,23647,0,9,400,3,50,39,5,7,31,No,No,External,0,-1,1,1995,Liability
May,1,Saturday,Pontiac,Urban,Tuesday,May,2,Male,Married,35,Third Party,Sport,26611,0,8,400,4,38,44,4,6,35,No,No,External,0,-1,1,1995,Liability
Sep,4,Friday,Toyota,Urban,Friday,Oct,4,Male,Married,27,Policy Holder,Sedan,23890,1,16,400,4,36,57,3,6,33,No,No,Internal,6,-1,3,1995,Collision
May,3,Tuesday,Mazda,Urban,Tuesday,May,3,Male,Married,28,Policy Holder,Sport,30876,0,12,400,2,48,39,2,6,33,No,No,External,2,-1,1,1995,Liability
Sep,4,Friday,Honda,Urban,Tuesday,Sep,4,Male,Single,32,Policy Holder,Sport,85867,1,8,400,1,37,50,0,6,31,No,No,External,10,-1,1,1995,Collision
Aug,4,Wednesday,Toyota,Urban,Monday,Sep,4,Male,Married,45,Policy Holder,Sedan,24247,0,14,400,4,54,45,1,7,40,Yes,No,External,3,-1,1,1995,Collision
Sep,4,Friday,Honda,Urban,Tuesday,May,4,Male,Single,19,Third Party,Sport,81207,0,4,400,2,43,53,1,5,23,No,No,External,0,-1,1,1995,Collision
Sep,2,Monday,Honda,Urban,Tuesday,Sep,2,Male,Married,43,Policy Holder,Sedan,35170,0,1,400,3,31,41,2,7,38,No,No,External,0,-1,1,1995,Collision
Sep,4,Thursday,Chevrolet,Urban,Friday,Sep,4,Male,Married,38,Policy Holder,Sedan,94384,0,15,400,4,32,54,3,9,39,No,No,External,0,-1,1,1995,All Perils
Sep,4,Thursday,Chevrolet,Urban,Thursday,Oct,3,Male,Married,54,Policy Holder,Sedan,21677,0,14,400,4,42,33,0,8,49,No,No,External,0,-1,1,1995,Collision
Dec,3,Monday,Toyota,Rural,Tuesday,Dec,4,Female,Married,34,Policy Holder,Sedan,15464,0,1,400,3,56,33,0,5,34,No,No,External,0,-1,1,1995,Collision
Dec,4,Monday,Pontiac,Urban,Tuesday,Dec,4,Male,Single,39,Policy Holder,Sedan,13126,0,3,400,2,56,48,0,7,37,No,No,External,5,-1,1,1995,All Perils
Dec,4,Tuesday,Chevrolet,Urban,Thursday,Dec,5,Male,Married,43,Third Party,Sedan,34122,0,6,400,4,33,32,1,7,36,Yes,No,External,0,-1,1,1995,Collision
Sep,4,Saturday,Pontiac,Urban,Thursday,Oct,1,Male,Single,27,Third Party,Sedan,22509,0,12,400,1,47,46,2,6,35,No,No,External,10,-1,1,1995,Collision
Dec,3,Sunday,Honda,Urban,Monday,Dec,3,Male,Single,30,Policy Holder,Sport,20514,0,12,400,2,57,58,3,7,34,No,No,External,0,-1,1,1995,Liability
Nov,4,Monday,Honda,Urban,Friday,Dec,1,Male,Married,48,Policy Holder,Sport,38671,0,15,400,1,37,33,2,7,42,No,No,Internal,2,-1,1,1995,Liability
Nov,1,Sunday,Honda,Urban,Friday,Nov,3,Male,Married,44,Third Party,Sedan,21439,0,3,400,4,49,56,1,15,36,No,No,External,4,4,2,1995,All Perils
Sep,3,Monday,Chevrolet,Urban,Monday,Sep,3,Male,Married,35,Policy Holder,Sedan,25453,0,7,400,3,50,32,0,7,32,No,No,External,0,-1,1,1995,Collision
Sep,2,Thursday,VW,Urban,Thursday,Oct,1,Male,Married,47,Policy Holder,Sedan,52298,0,14,400,4,41,35,0,14,44,No,No,External,0,-1,1,1995,All Perils
Aug,4,Monday,Honda,Urban,Monday,Aug,5,Male,Single,33,Third Party,Sedan,26742,0,14,400,1,53,39,10,6,31,No,No,External,2,-1,1,1995,All Perils
May,3,Thursday,Honda,Urban,Friday,May,3,Male,Single,27,Policy Holder,Sport,33039,0,8,400,4,42,48,4,6,33,No,No,External,0,-1,1,1995,Liability
Sep,4,Saturday,Pontiac,Rural,Tuesday,Oct,1,Male,Single,29,Policy Holder,Sedan,20617,1,16,400,1,60,46,1,5,34,No,No,External,0,-1,1,1995,All Perils
May,2,Tuesday,Pontiac,Urban,Friday,Jun,1,Male,Married,59,Policy Holder,Sedan,33887,0,6,400,4,36,41,0,12,64,No,No,External,0,-1,1,1995,All Perils
Apr,1,Tuesday,Mazda,Urban,Tuesday,Oct,1,Male,Single,33,Policy Holder,Sedan,22869,0,3,400,2,47,54,3,6,33,No,No,External,9,-1,1,1995,Collision
Jan,2,Sunday,Pontiac,Urban,Monday,Jan,2,Male,Married,46,Policy Holder,Sport,33903,0,6,400,1,59,49,2,13,44,No,No,External,6,-1,1,1995,Liability
